-1.252324097301027450e-03,-6.375726019296479308e-03,-3.352631365757474668e-03,-6.696054143493057609e-03,-5.685635076517314701e-03,-2.682435181942111058e-03,1.830892772882175557e-02,-3.172883217008567319e-02,-6.146411424998957096e-03,1.722693105340794215e-02,6.674032707500313424e-03,-2.300489848703567153e-02,-4.976556502783333752e-02,-4.866180686009806411e-02,-4.974089456814053539e-02,-4.895548529108581515e-02,-4.933083676482501873e-02,-4.957995967927000813e-02
-3.048811459386513434e-03,2.710605660194431721e-03,-1.002854457074775496e-02,9.403564461294422472e-04,-2.745580852639761815e-03,-8.874229432578317756e-04,-3.593933956092247584e-02,6.863279390082986653e-03,4.552060484792942036e-02,1.541872826982902504e-02,-2.620663119135983182e-02,-2.978869061593294662e-02,-4.909317905340772337e-02,-4.964289107228641446e-02,-4.671918106280932570e-02,-4.975076977905012326e-02,-4.949219594843505543e-02,-4.953374509428399436e-02
-3.555184609087547187e-03,-6.877050621220348603e-03,-3.217024498905374230e-03,-9.541576029466369846e-03,-6.287203566177623770e-03,-3.674620682431850582e-03,-1.689342775785861867e-02,-3.700662932085373863e-02,6.717919074350248328e-03,2.252226958777814314e-02,2.318711736979568033e-02,-1.568587540409839901e-02,-4.959765433291938447e-02,-4.835993930723517936e-02,-4.972376427884016986e-02,-4.790286423305373242e-02,-4.893566072007882184e-02,-4.960397093853919498e-02
1.368548325057616921e-03,5.456866872783905364e-03,2.855662032871464362e-03,2.603758525392407819e-03,-7.618386635108720384e-04,7.362278473380001742e-03,-1.951745204637184150e-02,3.184527527820985027e-02,1.654717483646134940e-02,-3.492675993919520938e-02,-1.811534661091663070e-02,3.115488008739917408e-02,-4.975623003479855838e-02,-4.888439267691226803e-02,-4.969587139065130554e-02,-4.924574506737419005e-02,-4.975788127315856901e-02,-4.833653859824489640e-02
5.842127555293785690e-03,5.932746060064886251e-03,7.230194412311874430e-03,7.570090021069120212e-03,5.489325730696492656e-03,-5.724558211070984726e-04,2.524489584499563580e-02,1.691346775972015978e-02,-4.697571550094552587e-03,-1.867612735951912351e-02,-2.443807416124097950e-02,8.613634442093147034e-03,-4.900429599769308420e-02,-4.916076868742783046e-02,-4.895565759939318057e-02,-4.869057645705111154e-02,-4.906818740528290368e-02,-4.990843205620822814e-02
-3.981867769432767545e-03,1.755448118956337566e-04,6.896625628698416222e-03,-3.344156388653374279e-03,5.544094220446993404e-03,-2.204833591925137171e-03,-1.947740116855355488e-02,-1.187819428932423982e-02,1.642734756786693590e-02,-7.446074156917809050e-03,-5.323353976869543876e-03,6.516723158241647523e-03,-4.946511822685197707e-02,-4.987493643471293397e-02,-4.878608525751818720e-02,-4.958321976947564075e-02,-4.925524730629348563e-02,-4.982500237153027201e-02
7.250337583382560069e-03,-6.032106801338699142e-03,-6.227944250554173777e-04,-1.977208628197502094e-03,-5.612682461258344802e-03,1.829374803456573773e-03,-1.433668424164043741e-02,-2.802332137848687066e-02,3.963441627964156555e-02,2.730304736078278949e-02,-3.300993631229950237e-02,2.220804931137050978e-03,-4.867561071600292472e-02,-4.868938325246346954e-02,-4.917987267466036871e-02,-4.953623586646044991e-02,-4.877387296976361947e-02,-4.987933050975287136e-02
4.031277499571217504e-03,2.619043170284385269e-04,1.037052502866231407e-02,-4.038007950057931339e-05,5.952267109456954586e-04,7.639878975982838938e-03,9.492470488305227230e-03,-5.862850438936023124e-03,-1.255678837863795014e-02,-1.612644181817346478e-02,1.393336408236420763e-02,4.572947238612196097e-02,-4.961177276606194841e-02,-4.988259015394578416e-02,-4.760827109989032579e-02,-4.976457848842010673e-02,-4.985304642448842166e-02,-4.770813511622787328e-02
-2.854759420582553275e-03,-4.256884800739157981e-03,2.984157275356835726e-03,-4.758207086663190921e-03,-1.579023998168338494e-04,-2.576882525850976435e-04,-8.636555583216827883e-03,2.437206053722217047e-02,3.268441898599986923e-03,-5.754422330944138769e-02,-2.151555577753036259e-03,5.457247723689864077e-02,-4.978311120796169442e-02,-4.929866814240672912e-02,-4.971703375443334988e-02,-4.782203636544217484e-02,-4.997873882586617578e-02,-4.849651058706096196e-02
-6.103662301878642893e-03,4.739005310376853686e-04,-6.075351885890256654e-03,5.601570385920240369e-04,-3.637778999575402850e-03,-5.427396903012748908e-03,1.953284845918052542e-02,4.961964271060374798e-03,-1.592343669785680274e-02,-1.515666070327418603e-02,-3.987766865262774851e-03,1.736935817129557982e-02,-4.902323978142865413e-02,-4.990563481170233462e-02,-4.906647364406281631e-02,-4.982476981215729767e-02,-4.971158858116615092e-02,-4.918119716805690461e-02
